Name,Price,Url
Inscribed Blades of Voth Domosh,22.601 ,https://market.dota2.net/en/item/281801638-5843347062-Inscribed%20Blades%20of%20Voth%20Domosh/
Legs of Perception,0.005 ,https://market.dota2.net/en/item/284952880-5912357980-Legs%20of%20Perception/
Inscribed Blades of Voth Domosh,22.601 ,https://market.dota2.net/en/item/281801638-5852784447-Inscribed%20Blades%20of%20Voth%20Domosh/
Wraps of the Radiant Protector,0.01 ,https://market.dota2.net/en/item/294192759-5838749182-Wraps%20of%20the%20Radiant%20Protector/
Inscribed Blades of Voth Domosh,22.601 ,https://market.dota2.net/en/item/281801638-5852784449-Inscribed%20Blades%20of%20Voth%20Domosh/
Skirt of the Tentacular Timelord,0.005 ,https://market.dota2.net/en/item/284952881-0-Skirt%20of%20the%20Tentacular%20Timelord/
Wraps of the Radiant Protector,0.019 ,https://market.dota2.net/en/item/294192759-5870704134-Wraps%20of%20the%20Radiant%20Protector/
Skirt of the Tentacular Timelord,0.006 ,https://market.dota2.net/en/item/284952881-1625510296-Skirt%20of%20the%20Tentacular%20Timelord/
Skirt of the Tentacular Timelord,0.01 ,https://market.dota2.net/en/item/284952881-2247249524-Skirt%20of%20the%20Tentacular%20Timelord/
Wraps of the Radiant Protector,0.01 ,https://market.dota2.net/en/item/294192759-5898118643-Wraps%20of%20the%20Radiant%20Protector/
Skirt of the Tentacular Timelord,0.025 ,https://market.dota2.net/en/item/284952881-4947247359-Skirt%20of%20the%20Tentacular%20Timelord/
Skirt of the Tentacular Timelord,0.03 ,https://market.dota2.net/en/item/284952881-5707056414-Skirt%20of%20the%20Tentacular%20Timelord/
Skirt of the Tentacular Timelord,0.02 ,https://market.dota2.net/en/item/284952881-5735975037-Skirt%20of%20the%20Tentacular%20Timelord/
Mark of the Radiant Protector,0.006 ,https://market.dota2.net/en/item/294192760-0-Mark%20of%20the%20Radiant%20Protector/
Skirt of the Tentacular Timelord,0.02 ,https://market.dota2.net/en/item/284952881-5821971066-Skirt%20of%20the%20Tentacular%20Timelord/
Inscribed Blades of Voth Domosh,22.601 ,https://market.dota2.net/en/item/281801638-5856344733-Inscribed%20Blades%20of%20Voth%20Domosh/
Mark of the Radiant Protector,0.02 ,https://market.dota2.net/en/item/294192760-4131761346-Mark%20of%20the%20Radiant%20Protector/
Mace of the Tentacular Timelord,0.005 ,https://market.dota2.net/en/item/284952882-0-Mace%20of%20the%20Tentacular%20Timelord/
Inscribed Blades of Voth Domosh,21.578 ,https://market.dota2.net/en/item/281801638-5910089414-Inscribed%20Blades%20of%20Voth%20Domosh/
Mark of the Radiant Protector,0.02 ,https://market.dota2.net/en/item/294192760-5735975037-Mark%20of%20the%20Radiant%20Protector/
Mace of the Tentacular Timelord,1.057 ,https://market.dota2.net/en/item/284952882-3677951608-Mace%20of%20the%20Tentacular%20Timelord/
Mace of the Tentacular Timelord,0.01 ,https://market.dota2.net/en/item/284952882-4211027323-Mace%20of%20the%20Tentacular%20Timelord/
Baby Roshan,6.437 ,https://market.dota2.net/en/item/282532547-3361757252-Baby%20Roshan/
Mace of the Tentacular Timelord,0.02 ,https://market.dota2.net/en/item/284952882-5735975037-Mace%20of%20the%20Tentacular%20Timelord/
Autographed Blades of Voth Domosh,25.815 ,https://market.dota2.net/en/item/282704591-5548434454-Autographed%20Blades%20of%20Voth%20Domosh/
Autographed Blades of Voth Domosh,25.815 ,https://market.dota2.net/en/item/282704591-5611043823-Autographed%20Blades%20of%20Voth%20Domosh/
Mace of the Tentacular Timelord,0.005 ,https://market.dota2.net/en/item/284952882-5854057811-Mace%20of%20the%20Tentacular%20Timelord/
Autographed Blades of Voth Domosh,25.815 ,https://market.dota2.net/en/item/282704591-5655124984-Autographed%20Blades%20of%20Voth%20Domosh/
Mark of the Radiant Protector,0.03 ,https://market.dota2.net/en/item/294192760-5908966458-Mark%20of%20the%20Radiant%20Protector/
Mace of the Tentacular Timelord,0.005 ,https://market.dota2.net/en/item/284952882-5897121292-Mace%20of%20the%20Tentacular%20Timelord/
Mark of the Radiant Protector,0.03 ,https://market.dota2.net/en/item/294192760-5916567262-Mark%20of%20the%20Radiant%20Protector/
Mace of the Tentacular Timelord,0.01 ,https://market.dota2.net/en/item/284952882-5908260091-Mace%20of%20the%20Tentacular%20Timelord/
Mace of the Tentacular Timelord,0.005 ,https://market.dota2.net/en/item/284952882-5910898962-Mace%20of%20the%20Tentacular%20Timelord/
Braids of the Radiant Protector,0.01 ,https://market.dota2.net/en/item/294192761-57943523-Braids%20of%20the%20Radiant%20Protector/
Inscribed Morok's Mechanical Mediary,0.144 ,https://market.dota2.net/en/item/283581158-3441078930-Inscribed%20Morok%27s%20Mechanical%20Mediary/
Perceptive Spiderling,0.008 ,https://market.dota2.net/en/item/284952883-57943523-Perceptive%20Spiderling/
Braids of the Radiant Protector,0.01 ,https://market.dota2.net/en/item/294192761-4178200994-Braids%20of%20the%20Radiant%20Protector/
Armor of the Tentacular Timelord,0.006 ,https://market.dota2.net/en/item/284949606-230139020-Armor%20of%20the%20Tentacular%20Timelord/
Perceptive Spiderling,0.01 ,https://market.dota2.net/en/item/284952883-1363818203-Perceptive%20Spiderling/
Perceptive Spiderling,0.005 ,https://market.dota2.net/en/item/284952883-2455899158-Perceptive%20Spiderling/
Armor of the Tentacular Timelord,0.005 ,https://market.dota2.net/en/item/284949606-2247249524-Armor%20of%20the%20Tentacular%20Timelord/
Armor of the Tentacular Timelord,0.02 ,https://market.dota2.net/en/item/284949606-5735975037-Armor%20of%20the%20Tentacular%20Timelord/
Perceptive Spiderling,0.02 ,https://market.dota2.net/en/item/284952883-5822005017-Perceptive%20Spiderling/
Armor of the Tentacular Timelord,0.009 ,https://market.dota2.net/en/item/284949606-5853513351-Armor%20of%20the%20Tentacular%20Timelord/
Perceptive Spiderling,0.01 ,https://market.dota2.net/en/item/284952883-5844453937-Perceptive%20Spiderling/
Armor of the Tentacular Timelord,0.005 ,https://market.dota2.net/en/item/284949606-5857645439-Armor%20of%20the%20Tentacular%20Timelord/
Perceptive Spiderling,0.006 ,https://market.dota2.net/en/item/284952883-5865476126-Perceptive%20Spiderling/
Perceptive Spiderling,0.007 ,https://market.dota2.net/en/item/284952883-5865998621-Perceptive%20Spiderling/
Perceptive Spiderling,0.02 ,https://market.dota2.net/en/item/284952883-5877624116-Perceptive%20Spiderling/
Armor of the Tentacular Timelord,0.005 ,https://market.dota2.net/en/item/284949606-5889731930-Armor%20of%20the%20Tentacular%20Timelord/
Perceptive Spiderling,0.01 ,https://market.dota2.net/en/item/284952883-5903569272-Perceptive%20Spiderling/
Braids of the Radiant Protector,0.005 ,https://market.dota2.net/en/item/294192761-4290909014-Braids%20of%20the%20Radiant%20Protector/
Armor of the Tentacular Timelord,0.03 ,https://market.dota2.net/en/item/284949606-5910898962-Armor%20of%20the%20Tentacular%20Timelord/
Perceptive Spiderling,0.005 ,https://market.dota2.net/en/item/284952883-5913768808-Perceptive%20Spiderling/
Braids of the Radiant Protector,0.01 ,https://market.dota2.net/en/item/294192761-5800053160-Braids%20of%20the%20Radiant%20Protector/
Cloak of the Resentful Spectre,0.005 ,https://market.dota2.net/en/item/284952865-0-Cloak%20of%20the%20Resentful%20Spectre/
Braids of the Radiant Protector,0.005 ,https://market.dota2.net/en/item/294192761-5827433293-Braids%20of%20the%20Radiant%20Protector/
Braids of the Radiant Protector,0.01 ,https://market.dota2.net/en/item/294192761-5838749182-Braids%20of%20the%20Radiant%20Protector/
Cloak of the Resentful Spectre,0.02 ,https://market.dota2.net/en/item/284952865-4207376703-Cloak%20of%20the%20Resentful%20Spectre/
Braids of the Radiant Protector,0.005 ,https://market.dota2.net/en/item/294192761-5859934716-Braids%20of%20the%20Radiant%20Protector/
Stonehall Royal Guard,0.019 ,https://market.dota2.net/en/item/284952885-627870542-Stonehall%20Royal%20Guard/
Stonehall Royal Guard,0.01 ,https://market.dota2.net/en/item/284952885-1625510296-Stonehall%20Royal%20Guard/
Cloak of the Resentful Spectre,0.01 ,https://market.dota2.net/en/item/284952865-5844453937-Cloak%20of%20the%20Resentful%20Spectre/
Cloak of the Resentful Spectre,0.01 ,https://market.dota2.net/en/item/284952865-5844757639-Cloak%20of%20the%20Resentful%20Spectre/
Cloak of the Resentful Spectre,0.005 ,https://market.dota2.net/en/item/284952865-5870704134-Cloak%20of%20the%20Resentful%20Spectre/
Nether Lord's Bracer,0.009 ,https://market.dota2.net/en/item/294192762-684314272-Nether%20Lord%27s%20Bracer/
Stonehall Royal Guard,0.03 ,https://market.dota2.net/en/item/284952885-5867103117-Stonehall%20Royal%20Guard/
Nether Lord's Bracer,0.01 ,https://market.dota2.net/en/item/294192762-1638090808-Nether%20Lord%27s%20Bracer/
Webs of Perception,0.005 ,https://market.dota2.net/en/item/284952886-0-Webs%20of%20Perception/
Cloak of the Resentful Spectre,0.01 ,https://market.dota2.net/en/item/284952865-5908503781-Cloak%20of%20the%20Resentful%20Spectre/
Webs of Perception,0.01 ,https://market.dota2.net/en/item/284952886-4238214750-Webs%20of%20Perception/
Webs of Perception,0.02 ,https://market.dota2.net/en/item/284952886-5530338401-Webs%20of%20Perception/
Webs of Perception,0.01 ,https://market.dota2.net/en/item/284952886-5851826715-Webs%20of%20Perception/
Cloak of the Resentful Spectre,0.005 ,https://market.dota2.net/en/item/284952865-5913334119-Cloak%20of%20the%20Resentful%20Spectre/
Webs of Perception,0.026 ,https://market.dota2.net/en/item/284952886-5867103301-Webs%20of%20Perception/
Grudge in the Mist,0.006 ,https://market.dota2.net/en/item/284952866-0-Grudge%20in%20the%20Mist/
Webs of Perception,0.03 ,https://market.dota2.net/en/item/284952886-5910898525-Webs%20of%20Perception/
Grudge in the Mist,0.01 ,https://market.dota2.net/en/item/284952866-57943523-Grudge%20in%20the%20Mist/
Набор «Darkness Wanderer's Armor»,0.03 ,https://market.dota2.net/en/item/284952894-1507031039-Darkness%20Wanderer%27s%20Armor%20Set/
Grudge in the Mist,0.008 ,https://market.dota2.net/en/item/284952866-5800053160-Grudge%20in%20the%20Mist/
Набор Darkness Wanderer's Armor,0.03 ,https://market.dota2.net/en/item/284952894-5089658286-Darkness%20Wanderer%27s%20Armor%20Set/
Nether Lord's Bracer,0.005 ,https://market.dota2.net/en/item/294192762-3361756668-Nether%20Lord%27s%20Bracer/
Grudge in the Mist,0.005 ,https://market.dota2.net/en/item/284952866-5865477662-Grudge%20in%20the%20Mist/
Набор Stonehall Royal Guard,0.1 ,https://market.dota2.net/en/item/284952895-5857966404-Stonehall%20Royal%20Guard%20Set/
Grudge in the Mist,0.03 ,https://market.dota2.net/en/item/284952866-5910898525-Grudge%20in%20the%20Mist/
Grudge in the Mist,0.02 ,https://market.dota2.net/en/item/284952866-5914283887-Grudge%20in%20the%20Mist/
Набор Stonehall Royal Guard,0.09 ,https://market.dota2.net/en/item/284952895-5916567230-Stonehall%20Royal%20Guard%20Set/
Nether Lord's Bracer,0.006 ,https://market.dota2.net/en/item/294192762-3361759045-Nether%20Lord%27s%20Bracer/
Hood of the Font Guard,0.022 ,https://market.dota2.net/en/item/284952867-57943523-Hood%20of%20the%20Font%20Guard/
Hood of the Font Guard,0.006 ,https://market.dota2.net/en/item/284952867-57944754-Hood%20of%20the%20Font%20Guard/
Nether Lord's Bracer,0.005 ,https://market.dota2.net/en/item/294192762-3361773498-Nether%20Lord%27s%20Bracer/
Hood of the Font Guard,0.01 ,https://market.dota2.net/en/item/284952867-947230551-Hood%20of%20the%20Font%20Guard/
Набор «Webs of Perception»,0.01 ,https://market.dota2.net/en/item/284952897-57949762-Webs%20of%20Perception%20Set/
Hood of the Font Guard,0.02 ,https://market.dota2.net/en/item/284952867-4207376685-Hood%20of%20the%20Font%20Guard/
Набор Webs of Perception,0.029 ,https://market.dota2.net/en/item/284952897-5910898673-Webs%20of%20Perception%20Set/
Hood of the Font Guard,0.006 ,https://market.dota2.net/en/item/284952867-5822873817-Hood%20of%20the%20Font%20Guard/
Nether Lord's Bracer,0.005 ,https://market.dota2.net/en/item/294192762-5771175146-Nether%20Lord%27s%20Bracer/
Nether Lord's Bracer,0.005 ,https://market.dota2.net/en/item/294192762-5771175197-Nether%20Lord%27s%20Bracer/
Inscribed Stonehall Royal Guard Dragonslayer,2 ,https://market.dota2.net/en/item/284974060-3361772832-Inscribed%20Stonehall%20Royal%20Guard%20Dragonslayer/
Inscribed Stonehall Royal Guard Dragonslayer,0.066 ,https://market.dota2.net/en/item/284974060-3361784494-Inscribed%20Stonehall%20Royal%20Guard%20Dragonslayer/
Nether Lord's Bracer,0.01 ,https://market.dota2.net/en/item/294192762-5866789314-Nether%20Lord%27s%20Bracer/
Nether Lord's Bracer,0.03 ,https://market.dota2.net/en/item/294192762-5868840157-Nether%20Lord%27s%20Bracer/
Inscribed Stonehall Royal Guard Dragonslayer,0.066 ,https://market.dota2.net/en/item/284974060-3362238948-Inscribed%20Stonehall%20Royal%20Guard%20Dragonslayer/
Hood of the Font Guard,0.03 ,https://market.dota2.net/en/item/284952867-5910902740-Hood%20of%20the%20Font%20Guard/
Inscribed Perceptive Spiderling,0.066 ,https://market.dota2.net/en/item/284988451-3361758220-Inscribed%20Perceptive%20Spiderling/
Inscribed Stonehall Royal Guard Helmet,0.145 ,https://market.dota2.net/en/item/285005120-408319019-Inscribed%20Stonehall%20Royal%20Guard%20Helmet/
Nether Lord's Bracer,0.02 ,https://market.dota2.net/en/item/294192762-5899262016-Nether%20Lord%27s%20Bracer/
Inscribed Stonehall Royal Guard Helmet,2 ,https://market.dota2.net/en/item/285005120-3361907970-Inscribed%20Stonehall%20Royal%20Guard%20Helmet/
Shoulderplates of Evil Spirit,0.005 ,https://market.dota2.net/en/item/284952868-1625510296-Shoulderplates%20of%20Evil%20Spirit/
Nether Lord's Bracer,0.03 ,https://market.dota2.net/en/item/294192762-5909093852-Nether%20Lord%27s%20Bracer/
Inscribed Stonehall Royal Guard Helmet,0.145 ,https://market.dota2.net/en/item/285005120-4731891182-Inscribed%20Stonehall%20Royal%20Guard%20Helmet/
Inscribed Stonehall Royal Guard Helmet,0.14 ,https://market.dota2.net/en/item/285005120-5365644885-Inscribed%20Stonehall%20Royal%20Guard%20Helmet/
Shoulderplates of Evil Spirit,0.03 ,https://market.dota2.net/en/item/284952868-5900203895-Shoulderplates%20of%20Evil%20Spirit/
Shoulderplates of Evil Spirit,0.01 ,https://market.dota2.net/en/item/284952868-5906186328-Shoulderplates%20of%20Evil%20Spirit/
Inscribed Grudge in the Mist,0.028 ,https://market.dota2.net/en/item/285023451-3361759075-Inscribed%20Grudge%20in%20the%20Mist/
Nether Lord's Belt,0.01 ,https://market.dota2.net/en/item/294192763-3361794678-Nether%20Lord%27s%20Belt/
Shoulderplates of Evil Spirit,0.005 ,https://market.dota2.net/en/item/284952868-5910898962-Shoulderplates%20of%20Evil%20Spirit/
Inscribed Grudge in the Mist,0.028 ,https://market.dota2.net/en/item/285023451-3362052401-Inscribed%20Grudge%20in%20the%20Mist/
Nether Lord's Belt,0.006 ,https://market.dota2.net/en/item/294192763-4623122212-Nether%20Lord%27s%20Belt/
Inscribed Hood of the Font Guard,0.763 ,https://market.dota2.net/en/item/285023452-3361767410-Inscribed%20Hood%20of%20the%20Font%20Guard/
Inscribed Hood of the Font Guard,0.028 ,https://market.dota2.net/en/item/285023452-5763098089-Inscribed%20Hood%20of%20the%20Font%20Guard/
Nether Lord's Belt,0.005 ,https://market.dota2.net/en/item/294192763-5803919211-Nether%20Lord%27s%20Belt/
Nether Lord's Belt,0.005 ,https://market.dota2.net/en/item/294192763-5825895677-Nether%20Lord%27s%20Belt/
Inscribed Primal Form of the Tentacular Timelord,0.062 ,https://market.dota2.net/en/item/285038785-3362221852-Inscribed%20Primal%20Form%20of%20the%20Tentacular%20Timelord/
Nether Lord's Belt,0.03 ,https://market.dota2.net/en/item/294192763-5868840157-Nether%20Lord%27s%20Belt/
Nether Lord's Belt,0.01 ,https://market.dota2.net/en/item/294192763-5872135711-Nether%20Lord%27s%20Belt/
Inscribed Primal Form of the Tentacular Timelord,0.06 ,https://market.dota2.net/en/item/285038785-3367632375-Inscribed%20Primal%20Form%20of%20the%20Tentacular%20Timelord/
Nether Lord's Belt,0.01 ,https://market.dota2.net/en/item/294192763-5912378484-Nether%20Lord%27s%20Belt/
Nether Lord's Belt,0.01 ,https://market.dota2.net/en/item/294192763-5913937788-Nether%20Lord%27s%20Belt/
Nether Lord's Belt,0.03 ,https://market.dota2.net/en/item/294192763-5917139483-Nether%20Lord%27s%20Belt/
Inscribed Primal Form of the Tentacular Timelord,0.066 ,https://market.dota2.net/en/item/285038785-4203159847-Inscribed%20Primal%20Form%20of%20the%20Tentacular%20Timelord/
Nether Lord's Belt,0.03 ,https://market.dota2.net/en/item/294192763-5919410801-Nether%20Lord%27s%20Belt/
Nether Lord's Hat,0.01 ,https://market.dota2.net/en/item/294192764-650423038-Nether%20Lord%27s%20Hat/
Inscribed Primal Form of the Tentacular Timelord,0.061 ,https://market.dota2.net/en/item/285038785-5913937789-Inscribed%20Primal%20Form%20of%20the%20Tentacular%20Timelord/
Nether Lord's Hat,0.03 ,https://market.dota2.net/en/item/294192764-913258684-Nether%20Lord%27s%20Hat/
Nether Lord's Hat,0.03 ,https://market.dota2.net/en/item/294192764-985588560-Nether%20Lord%27s%20Hat/
Autographed Helm of the Dark Wraith,2 ,https://market.dota2.net/en/item/285049305-3361802555-Autographed%20Helm%20of%20the%20Dark%20Wraith/
Nether Lord's Hat,0.006 ,https://market.dota2.net/en/item/294192764-3361756668-Nether%20Lord%27s%20Hat/
Inscribed Mace of the Tentacular Timelord,0.76 ,https://market.dota2.net/en/item/285087765-253040017-Inscribed%20Mace%20of%20the%20Tentacular%20Timelord/
Nether Lord's Hat,0.01 ,https://market.dota2.net/en/item/294192764-3361758391-Nether%20Lord%27s%20Hat/
Inscribed Mace of the Tentacular Timelord,0.763 ,https://market.dota2.net/en/item/285087765-3637766130-Inscribed%20Mace%20of%20the%20Tentacular%20Timelord/
Nether Lord's Hat,0.01 ,https://market.dota2.net/en/item/294192764-3361759227-Nether%20Lord%27s%20Hat/
Nether Lord's Hat,0.01 ,https://market.dota2.net/en/item/294192764-3361761862-Nether%20Lord%27s%20Hat/
Nether Lord's Hat,0.01 ,https://market.dota2.net/en/item/294192764-3361773526-Nether%20Lord%27s%20Hat/
Inscribed Crown of Perception,0.028 ,https://market.dota2.net/en/item/285093634-3361763941-Inscribed%20Crown%20of%20Perception/
Nether Lord's Hat,0.327 ,https://market.dota2.net/en/item/294192764-4221075449-Nether%20Lord%27s%20Hat/
Inscribed Abdomen of Perception,0.028 ,https://market.dota2.net/en/item/285110714-3361762813-Inscribed%20Abdomen%20of%20Perception/
Inscribed Abdomen of Perception,0.092 ,https://market.dota2.net/en/item/285110714-3361774682-Inscribed%20Abdomen%20of%20Perception/
Nether Lord's Hat,0.01 ,https://market.dota2.net/en/item/294192764-5825895677-Nether%20Lord%27s%20Hat/
Inscribed Abdomen of Perception,0.028 ,https://market.dota2.net/en/item/285110714-3361890914-Inscribed%20Abdomen%20of%20Perception/
Nether Lord's Hat,0.01 ,https://market.dota2.net/en/item/294192764-5870326200-Nether%20Lord%27s%20Hat/
Nether Lord's Hat,0.03 ,https://market.dota2.net/en/item/294192764-5897157278-Nether%20Lord%27s%20Hat/
Inscribed Abdomen of Perception,0.092 ,https://market.dota2.net/en/item/285110714-3362179973-Inscribed%20Abdomen%20of%20Perception/
Nether Lord's Hat,0.03 ,https://market.dota2.net/en/item/294192764-5911818433-Nether%20Lord%27s%20Hat/
Inscribed Stonehall Royal Guard Banners,1 ,https://market.dota2.net/en/item/285129181-434667284-Inscribed%20Stonehall%20Royal%20Guard%20Banners/
Nether Lord's Hat,0.03 ,https://market.dota2.net/en/item/294192764-5916602845-Nether%20Lord%27s%20Hat/
Nether Lord's Hat,0.03 ,https://market.dota2.net/en/item/294192764-5916688099-Nether%20Lord%27s%20Hat/
Inscribed Stonehall Royal Guard Banners,0.044 ,https://market.dota2.net/en/item/285129181-3361860449-Inscribed%20Stonehall%20Royal%20Guard%20Banners/
Nether Lord's Hat,0.03 ,https://market.dota2.net/en/item/294192764-5919320999-Nether%20Lord%27s%20Hat/
Inscribed Armor of the Tentacular Timelord,0.044 ,https://market.dota2.net/en/item/285183407-3361756693-Inscribed%20Armor%20of%20the%20Tentacular%20Timelord/
Nether Lord's Devourer,0.005 ,https://market.dota2.net/en/item/294192765-684314266-Nether%20Lord%27s%20Devourer/
Nether Lord's Devourer,0.005 ,https://market.dota2.net/en/item/294192765-3361756668-Nether%20Lord%27s%20Devourer/
Inscribed Armor of the Tentacular Timelord,2 ,https://market.dota2.net/en/item/285183407-3361897573-Inscribed%20Armor%20of%20the%20Tentacular%20Timelord/
Nether Lord's Devourer,0.005 ,https://market.dota2.net/en/item/294192765-3361757035-Nether%20Lord%27s%20Devourer/
Inscribed Armor of the Tentacular Timelord,0.044 ,https://market.dota2.net/en/item/285183407-5709433071-Inscribed%20Armor%20of%20the%20Tentacular%20Timelord/
Nether Lord's Devourer,0.005 ,https://market.dota2.net/en/item/294192765-3361757548-Nether%20Lord%27s%20Devourer/
Nether Lord's Devourer,0.005 ,https://market.dota2.net/en/item/294192765-3361758391-Nether%20Lord%27s%20Devourer/
Inscribed Stonehall Royal Guard Pauldrons,0.044 ,https://market.dota2.net/en/item/285252525-389818214-Inscribed%20Stonehall%20Royal%20Guard%20Pauldrons/
Nether Lord's Devourer,0.005 ,https://market.dota2.net/en/item/294192765-3361759045-Nether%20Lord%27s%20Devourer/
Inscribed Stonehall Royal Guard Pauldrons,2 ,https://market.dota2.net/en/item/285252525-3362660472-Inscribed%20Stonehall%20Royal%20Guard%20Pauldrons/
Inscribed Stonehall Royal Guard Pauldrons,0.044 ,https://market.dota2.net/en/item/285252525-5677623705-Inscribed%20Stonehall%20Royal%20Guard%20Pauldrons/
Nether Lord's Devourer,0.03 ,https://market.dota2.net/en/item/294192765-3361776843-Nether%20Lord%27s%20Devourer/
Nether Lord's Devourer,0.006 ,https://market.dota2.net/en/item/294192765-3361794678-Nether%20Lord%27s%20Devourer/
Nether Lord's Devourer,1.057 ,https://market.dota2.net/en/item/294192765-4246043236-Nether%20Lord%27s%20Devourer/
Nether Lord's Devourer,1.057 ,https://market.dota2.net/en/item/294192765-4422392601-Nether%20Lord%27s%20Devourer/
Nether Lord's Devourer,0.02 ,https://market.dota2.net/en/item/294192765-5762298893-Nether%20Lord%27s%20Devourer/
Nether Lord's Devourer,0.005 ,https://market.dota2.net/en/item/294192765-5771175146-Nether%20Lord%27s%20Devourer/
Nether Lord's Devourer,0.005 ,https://market.dota2.net/en/item/294192765-5771175197-Nether%20Lord%27s%20Devourer/
Nether Lord's Devourer,0.03 ,https://market.dota2.net/en/item/294192765-5859949391-Nether%20Lord%27s%20Devourer/
Nether Lord's Devourer,0.02 ,https://market.dota2.net/en/item/294192765-5877690512-Nether%20Lord%27s%20Devourer/
Nether Lord's Devourer,0.02 ,https://market.dota2.net/en/item/294192765-5895354414-Nether%20Lord%27s%20Devourer/
Nether Lord's Devourer,0.005 ,https://market.dota2.net/en/item/294192765-5908472907-Nether%20Lord%27s%20Devourer/
Nether Lord's Devourer,0.02 ,https://market.dota2.net/en/item/294192765-5909427407-Nether%20Lord%27s%20Devourer/
Nether Lord's Devourer,0.006 ,https://market.dota2.net/en/item/294192765-5912378484-Nether%20Lord%27s%20Devourer/
Nether Lord's Devourer,0.006 ,https://market.dota2.net/en/item/294192765-5913937788-Nether%20Lord%27s%20Devourer/
Nether Lord's Devourer,0.03 ,https://market.dota2.net/en/item/294192765-5916602845-Nether%20Lord%27s%20Devourer/
Inscribed Shoulderplates of Evil Spirit,0.028 ,https://market.dota2.net/en/item/285258664-1645233306-Inscribed%20Shoulderplates%20of%20Evil%20Spirit/
Nether Lord's Devourer,0.03 ,https://market.dota2.net/en/item/294192765-5919320999-Nether%20Lord%27s%20Devourer/
Nether Lord's Devourer,0.03 ,https://market.dota2.net/en/item/294192765-5919391410-Nether%20Lord%27s%20Devourer/
Inscribed Shoulderplates of Evil Spirit,0.028 ,https://market.dota2.net/en/item/285258664-3361794492-Inscribed%20Shoulderplates%20of%20Evil%20Spirit/
Nether Lord's Scepter,0.01 ,https://market.dota2.net/en/item/294192766-577129816-Nether%20Lord%27s%20Scepter/
Inscribed Cloak of the Resentful Spectre,0.044 ,https://market.dota2.net/en/item/285258667-274301533-Inscribed%20Cloak%20of%20the%20Resentful%20Spectre/
Nether Lord's Scepter,0.01 ,https://market.dota2.net/en/item/294192766-942333110-Nether%20Lord%27s%20Scepter/
Nether Lord's Scepter,0.01 ,https://market.dota2.net/en/item/294192766-950483646-Nether%20Lord%27s%20Scepter/
Inscribed Cloak of the Resentful Spectre,0.044 ,https://market.dota2.net/en/item/285258667-3361764085-Inscribed%20Cloak%20of%20the%20Resentful%20Spectre/
Nether Lord's Scepter,0.01 ,https://market.dota2.net/en/item/294192766-3361756668-Nether%20Lord%27s%20Scepter/
Nether Lord's Scepter,0.005 ,https://market.dota2.net/en/item/294192766-3361757035-Nether%20Lord%27s%20Scepter/
Nether Lord's Scepter,0.01 ,https://market.dota2.net/en/item/294192766-3361758391-Nether%20Lord%27s%20Scepter/
Inscribed Cold Light of the Mist,0.065 ,https://market.dota2.net/en/item/285277053-3401358005-Inscribed%20Cold%20Light%20of%20the%20Mist/
Nether Lord's Scepter,0.03 ,https://market.dota2.net/en/item/294192766-3361759045-Nether%20Lord%27s%20Scepter/
Inscribed Stonehall Royal Guard Arms,0.028 ,https://market.dota2.net/en/item/285308093-3361786484-Inscribed%20Stonehall%20Royal%20Guard%20Arms/
Nether Lord's Scepter,0.01 ,https://market.dota2.net/en/item/294192766-3361773526-Nether%20Lord%27s%20Scepter/
Nether Lord's Scepter,0.01 ,https://market.dota2.net/en/item/294192766-3361794678-Nether%20Lord%27s%20Scepter/
Inscribed Stonehall Royal Guard Arms,0.028 ,https://market.dota2.net/en/item/285308093-4633871021-Inscribed%20Stonehall%20Royal%20Guard%20Arms/
Nether Lord's Scepter,1.057 ,https://market.dota2.net/en/item/294192766-5025976839-Nether%20Lord%27s%20Scepter/
Inscribed Skirt of the Tentacular Timelord,2 ,https://market.dota2.net/en/item/285401634-253037718-Inscribed%20Skirt%20of%20the%20Tentacular%20Timelord/
Nether Lord's Scepter,0.005 ,https://market.dota2.net/en/item/294192766-5771175197-Nether%20Lord%27s%20Scepter/
Nether Lord's Scepter,0.007 ,https://market.dota2.net/en/item/294192766-5803919211-Nether%20Lord%27s%20Scepter/
Inscribed Skirt of the Tentacular Timelord,0.044 ,https://market.dota2.net/en/item/285401634-285618923-Inscribed%20Skirt%20of%20the%20Tentacular%20Timelord/
Nether Lord's Cape,0.01 ,https://market.dota2.net/en/item/294192767-3361759227-Nether%20Lord%27s%20Cape/
Inscribed Skirt of the Tentacular Timelord,0.044 ,https://market.dota2.net/en/item/285401634-2218162032-Inscribed%20Skirt%20of%20the%20Tentacular%20Timelord/
Nether Lord's Cape,0.006 ,https://market.dota2.net/en/item/294192767-3361763814-Nether%20Lord%27s%20Cape/
Nether Lord's Cape,0.01 ,https://market.dota2.net/en/item/294192767-3361773526-Nether%20Lord%27s%20Cape/
Inscribed Skirt of the Tentacular Timelord,0.044 ,https://market.dota2.net/en/item/285401634-3641435095-Inscribed%20Skirt%20of%20the%20Tentacular%20Timelord/
Nether Lord's Cape,0.03 ,https://market.dota2.net/en/item/294192767-3361776843-Nether%20Lord%27s%20Cape/
Inscribed Legs of Perception,0.066 ,https://market.dota2.net/en/item/285405504-3368292242-Inscribed%20Legs%20of%20Perception/
Nether Lord's Cape,0.005 ,https://market.dota2.net/en/item/294192767-5771175197-Nether%20Lord%27s%20Cape/
